,ID,K_bin0_Expression_1,K_bin0_Expression_2,K_bin0_binding_1,K_bin0_binding_2,K_bin1_Expression_1,K_bin1_Expression_2,K_bin1_binding_1,K_bin1_binding_2,K_input_Binding_1,K_input_Binding_2,K_input_Expression_1,K_input_Expression_2,concentration
2464,MN282368.1,,,,7.0,,,,3.0,,2.0,1.0,1.0,A
2465,MW457767.1,,,,13.0,,,,2.0,8.0,18.0,9.0,6.0,A
2466,AJ496476.1,,,,18.0,,,,14.0,4.0,5.0,,2.0,A
2467,150055-005_2D06_1,,,,9.0,,,,6.0,3.0,2.0,3.0,1.0,A
2468,MN281310.1,,,,1.0,,,,2.0,,,,,A
2469,16.ND.91_Heavy_1,,,1.0,10.0,,,,7.0,3.0,13.0,8.0,5.0,A
2470,MK269494.1,,,,5.0,,,,6.0,8.0,3.0,3.0,2.0,A
2471,MK900939.1,,,,5.0,,,,5.0,3.0,,,2.0,A
2472,FI5138V,,,,8.0,,,,10.0,5.0,3.0,,3.0,A
2473,EF178030.1,,,,11.0,,1.0,1.0,10.0,5.0,4.0,2.0,,A
2474,AJ414021.1,,,,1.0,,,,2.0,,,,,A
2475,AY557625.1,,,,,,,,3.0,,,1.0,,A
2476,L06919.1,,,,3.0,,,,2.0,1.0,1.0,3.0,,A
2477,U63214.1,,,,4.0,,,,4.0,,,,,A
2478,MN281731.1,,,,9.0,,,,3.0,6.0,2.0,2.0,4.0,A
2479,MN287564.1,,,,3.0,,,,4.0,,,,,A
2480,DQ524031.1,,,,5.0,,,,11.0,,1.0,,1.0,A
2481,1009-3E06_1,,,,6.0,,,,4.0,1.0,,2.0,2.0,A
2482,MK901069.1,,,,5.0,,,,4.0,6.0,4.0,4.0,4.0,A
2483,MK269759.1,,,,3.0,,,,6.0,3.0,1.0,1.0,2.0,A
2484,KM603889.1,,,,3.0,,,,6.0,,3.0,1.0,1.0,A
2485,MN285100.1,,,,6.0,,,,3.0,,,1.0,,A
2486,AB063763.1,,,,2.0,,,,2.0,5.0,2.0,,1.0,A
2487,MK269564.1,,,,8.0,,,,7.0,,3.0,1.0,,A
2488,EU099210.1,,,,7.0,,,,7.0,1.0,,,1.0,A
2489,MN292285.1,,,,5.0,,,,1.0,9.0,,3.0,,A
2490,MN290901.1,,,,8.0,,,,3.0,5.0,6.0,2.0,,A
2491,MW802393.1,,,,3.0,,,,8.0,2.0,,,2.0,A
2492,Z46859.1,,,,6.0,,,,2.0,1.0,,,,A
2493,20A-605-30_2D10,,,,2.0,,,,1.0,1.0,1.0,,,A
2494,L23519.1,,,,2.0,,,,5.0,,,,,A
2495,MW654673.1,,,,2.0,,,,10.0,9.0,5.0,2.0,7.0,A
2496,AK097356.1,,,,2.0,,,,2.0,,,1.0,1.0,A
2497,AY393670.1,,,,1.0,,,,3.0,,,1.0,,A
2498,AY179849.1,,,,3.0,,,,4.0,1.0,,,,A
2499,MZ825523.1,,,,1.0,,,,3.0,1.0,1.0,,2.0,A
2500,MN283258.1,,,,1.0,,,,1.0,,1.0,2.0,1.0,A
2501,AB826557.1,,,,7.0,,,,6.0,3.0,2.0,2.0,,A
2502,MW654671.1,,,,2.0,,,,3.0,,1.0,,,A
2503,HM774091.1,,,,2.0,,,,3.0,3.0,,1.0,,A
2504,U00583.1,,,,3.0,,,,4.0,2.0,,1.0,2.0,A
2505,EF407848.1,,,,,,,,3.0,,,,,A
2506,315_05Mem_1C03,,,,2.0,,,,2.0,,1.0,,,A
2507,CR9114_M12L,,,,9.0,,,,5.0,61.0,50.0,35.0,28.0,A
2508,MW458196.1,,,,3.0,,,,5.0,,1.0,,,A
2509,MW654843.1,,,,8.0,,,,5.0,1.0,,1.0,1.0,A
2510,W85-3H05,,,,2.0,,,,4.0,3.0,1.0,2.0,2.0,A
2511,KP841096.1,,,,2.0,,,,4.0,,,,,A
2512,CR9114_R2F,,,,,,,,4.0,4.0,3.0,5.0,2.0,A
2513,MN281644.1,,,,2.0,,,,2.0,,1.0,,,A
2514,MW602744.1,,,,4.0,,,,6.0,3.0,2.0,1.0,,A
2515,MT599862.1,,,,5.0,,,,2.0,1.0,1.0,,3.0,A
2516,MW602750.1,,,,3.0,,,,5.0,,,1.0,,A
2517,HM774496.1,1.0,,,2.0,,,,7.0,1.0,1.0,,1.0,A
2518,54.d.01_Heavy_1,,,,3.0,,,,2.0,1.0,1.0,1.0,,A
2519,MN281393.1,,,,3.0,,,,2.0,2.0,1.0,,2.0,A
2520,MN285023.1,,,,3.0,,,,2.0,,,,,A
2521,F10,,,,14.0,,,,8.0,7.0,10.0,9.0,9.0,A
2522,AJ555258.1,,,,7.0,,,,4.0,8.0,2.0,1.0,3.0,A
2523,MK269920.1,,,,2.0,,,,6.0,3.0,2.0,1.0,2.0,A
2524,MK417211.1,,,,6.0,,,,6.0,,,,1.0,A
2525,MN284580.1,,,,16.0,,,,4.0,7.0,5.0,9.0,1.0,A
2526,KJ423533.1,,,,12.0,,,,4.0,1.0,1.0,,,A
2527,Z34906.1,,,,6.0,,,,7.0,4.0,,5.0,5.0,A
2528,SFV014-2B06,,,,,,,,6.0,1.0,,,1.0,A
2529,MK269434.1,,,,2.0,,,,3.0,2.0,1.0,,,A
2530,MN044289.1,,,,7.0,,,,4.0,1.0,,1.0,3.0,A
2531,U82950.1,,,,3.0,,,,2.0,,,,,A
2532,CR9114_Y7T,,,,7.0,,,,6.0,3.0,4.0,8.0,6.0,A
2533,MN284988.1,,,,3.0,,,,4.0,1.0,,1.0,,A
2534,315-06-06_1D09,,,,4.0,,,,7.0,5.0,4.0,1.0,,A
2535,CR9114_H3M,,,,1.0,,,,2.0,8.0,1.0,,2.0,A
2536,AY577293.1,,,,8.0,,,,2.0,1.0,1.0,,1.0,A
2537,MK269972.1,,,,6.0,,,,6.0,6.0,,5.0,6.0,A
2538,310-18B8,,,,2.0,,,,3.0,1.0,,1.0,,A
2539,JN111134.1,,,,1.0,,,,1.0,,3.0,,,A
2540,MT566054.1,,,,2.0,,,,2.0,,,,,A
2541,MT665682.1,,,,3.0,,,,6.0,1.0,1.0,2.0,1.0,A
2542,MK269992.1,,,,3.0,,,,5.0,2.0,,1.0,,A
2543,HM774727.1,,,,1.0,,,,1.0,,2.0,3.0,,A
2544,AF021950.1,,,,11.0,,,,6.0,5.0,4.0,,1.0,A
2545,MN285352.1,,,,1.0,,,,2.0,2.0,1.0,2.0,1.0,A
2546,MK433798.1,,,,2.0,,,,3.0,1.0,2.0,,,A
2547,315-21-05M_1F06,,,,7.0,,,,3.0,1.0,2.0,2.0,,A
2548,MN280692.1,,,,3.0,,,,4.0,,1.0,,1.0,A
2549,MW176593.1,,,,7.0,,,,6.0,4.0,1.0,,1.0,A
2550,R95-1E02_1,,,,3.0,,,,1.0,1.0,,,,A
2551,KP278490.1,,,,3.0,,,,5.0,,,,,A
2552,MG524323.1,,,,5.0,,,,6.0,8.0,4.0,7.0,7.0,A
2553,MN282055.1,,,,2.0,,,,6.0,2.0,,1.0,,A
2554,EF583664.1,,,,9.0,,,,5.0,2.0,,1.0,,A
2555,MT565878.1,,,,2.0,,,,2.0,2.0,,,,A
2556,CR9114_Y6I,,,,10.0,,,,5.0,2.0,1.0,,3.0,A
2557,MN281147.1,,,,5.0,,,,4.0,1.0,,,,A
2558,MW457753.1,,,,10.0,,,,6.0,1.0,2.0,2.0,,A
2559,MW655263.1,,,,5.0,,,,5.0,1.0,,,,A
2560,OK094335.1,,,,3.0,,,,4.0,,3.0,,1.0,A
2561,MW681696.1,,,,,,,,2.0,1.0,,1.0,,A
2562,MN281665.1,,,,8.0,,,,4.0,,2.0,,1.0,A
2563,MW177241.1,,,,11.0,,,,13.0,4.0,8.0,4.0,2.0,A
2564,DQ100681.1,,,,2.0,,,,4.0,,,,,A
2565,MN284685.1,,1.0,,2.0,,,,2.0,2.0,3.0,1.0,,A
2566,DQ490739.1,,,,6.0,,,,5.0,1.0,2.0,,1.0,A
2567,MN290863.1,,,,11.0,,,,7.0,2.0,4.0,1.0,1.0,A
2568,KP860915.1,,,,4.0,,,,2.0,,,,,A
2569,20A-618-30_1G05,,,,3.0,,,,2.0,1.0,,3.0,2.0,A
2570,MW718395.1,,,,6.0,,,,3.0,2.0,,1.0,,A
2571,MW602700.1,,,,4.0,,,,1.0,1.0,1.0,,,A
2572,MT791230.1,,,,3.0,,,,4.0,2.0,,1.0,,A
2573,KF895781.1,,,,2.0,,,,1.0,,,,1.0,A
2574,315-06-06_1C05,,,,8.0,,,,6.0,1.0,2.0,1.0,,A
2575,M62723.1,,,,3.0,,,,4.0,,,1.0,1.0,A
2576,KJ423824.1,,,,9.0,,,,7.0,3.0,3.0,,4.0,A
2577,MW654785.1,,,,2.0,,,,6.0,2.0,1.0,2.0,2.0,A
2578,MN285115.1,,,,1.0,,,,1.0,,1.0,2.0,1.0,A
2579,MW457741.1,,,,1.0,,,,3.0,2.0,1.0,,,A
2580,HM996308.1,,,,,,,,4.0,3.0,2.0,,1.0,A
2581,321.5.GC.12.3B02_1,,,,7.0,,,,5.0,,3.0,4.0,1.0,A
2582,MN283210.1,,,,3.0,,,,3.0,,,1.0,,A
2583,HM774826.1,,,,1.0,,,,10.0,1.0,2.0,1.0,1.0,A
2584,AY866561.1,,,,3.0,,,,5.0,,,,,A
2585,JQ301906.1,,,,3.0,,,,4.0,1.0,1.0,1.0,,A
2586,MG524181.1,,,,5.0,,,,4.0,,1.0,,,A
2587,321.5.PB.5.3C10_1,,,,1.0,,,,4.0,3.0,1.0,5.0,2.0,A
2588,AB063903.1,,,,5.0,,,,5.0,,,,,A
2589,MT566114.1,,,,5.0,,,,4.0,,,,,A
2590,MK269762.1,,,,17.0,,,,10.0,4.0,2.0,7.0,2.0,A
2591,MN290848.1,,,,,,,,2.0,,,,,A
2592,MK900915.1,,,,7.0,,,,9.0,,2.0,1.0,1.0,A
2593,MN867979.1,,,,7.0,,,,12.0,5.0,4.0,1.0,2.0,A
2594,MW177330.1,,,,1.0,,,,1.0,1.0,,,1.0,A
2595,20A-518-30_1F04,,,,3.0,,,,3.0,1.0,,,,A
2596,JN000530.1,,,,,,,,2.0,,,,1.0,A
2597,JN110744.1,,,,6.0,,,,3.0,1.0,3.0,1.0,1.0,A
2598,MN283001.1,,,,2.0,,,,2.0,,,,,A
2599,MK416561.1,,,,10.0,,,,3.0,1.0,2.0,1.0,1.0,A
2600,315-54-08_1F01,,,,3.0,,,,3.0,,,,,A
2601,MN283655.1,,,,2.0,,,,4.0,5.0,4.0,5.0,6.0,A
2602,MW177324.1,,,,3.0,,,,3.0,2.0,3.0,1.0,1.0,A
2603,MK497834.1,,,,3.0,,,,5.0,3.0,1.0,1.0,,A
2604,MN281725.1,,,,2.0,,,,1.0,,,,,A
2605,HM774486.1,,,,3.0,,,,4.0,,,,,A
2606,MH259710.1,,,,1.0,,,,6.0,,,,,A
2607,MG524161.1,,,,6.0,,,,9.0,1.0,2.0,1.0,3.0,A
2608,AJ399810.1,,,,8.0,,,,8.0,,2.0,,1.0,A
2609,AY866599.1,,,,,,,,3.0,,1.0,,,A
2610,MW458027.1,,,,2.0,,,,2.0,1.0,1.0,,1.0,A
2611,EF624072.2,,,,3.0,,,,3.0,1.0,2.0,1.0,,A
2612,310-18G11,,,,8.0,,,,5.0,3.0,,1.0,2.0,A
2613,310-18C5,,,,5.0,,,,4.0,,2.0,2.0,2.0,A
2614,MN285508.1,,,,5.0,,,,6.0,2.0,2.0,2.0,1.0,A
2615,FI432V,,,,27.0,,,,15.0,7.0,11.0,6.0,6.0,A
2616,MG904946.1,,,,4.0,,,,4.0,2.0,,,,A
2617,JN110853.1,,,,2.0,,1.0,,8.0,1.0,1.0,,2.0,A
2618,MW293168.1,,,,9.0,,,,10.0,2.0,,,,A
2619,GU570266.1,,,,2.0,,,,6.0,1.0,1.0,1.0,1.0,A
2620,HQ378403.1,,,,5.0,,,,3.0,4.0,5.0,1.0,5.0,A
2621,AY393219.1,,,,5.0,,,,1.0,1.0,,2.0,,A
2622,AM279489.1,,,,2.0,,,,4.0,1.0,1.0,,,A
2623,321.5.GC.28.1D02_1,,,,2.0,,,,5.0,2.0,1.0,2.0,,A
2624,DQ212523.1,,,,6.0,,,,6.0,,,,1.0,A
2625,MW176189.1,,,,4.0,,,,6.0,3.0,3.0,2.0,1.0,A
2626,MK269537.1,,,,4.0,,,,6.0,1.0,4.0,2.0,4.0,A
2627,HQ378368.1,,,,5.0,,,,6.0,3.0,2.0,1.0,,A
2628,CR9114_R2N,,,,2.0,,,,3.0,15.0,4.0,8.0,6.0,A
2629,MW654609.1,,,,14.0,,,,12.0,4.0,6.0,6.0,5.0,A
2630,EU667597.1,,,,8.0,,,,1.0,,,,1.0,A
2631,MW176480.1,,,,1.0,,,,3.0,,,1.0,1.0,A
2632,MN288029.1,,,,3.0,,,,3.0,,2.0,1.0,,A
2633,MN280857.1,,,,4.0,,,,5.0,1.0,1.0,,1.0,A
2634,HM774477.1,,,,5.0,,,,3.0,,1.0,,,A
2635,AF267810.1,,,,8.0,,,,6.0,4.0,1.0,1.0,1.0,A
2636,CR9114_stop3,4.0,5.0,14.0,6.0,,1.0,3.0,1.0,6.0,11.0,6.0,7.0,A
2637,HM774986.1,,,,6.0,,,,10.0,3.0,2.0,1.0,3.0,A
2638,MK269628.1,,,,3.0,,,,2.0,,,,,A
2639,CR9114_Y6M,,,,6.0,,,,7.0,4.0,3.0,2.0,2.0,A
2640,MN281876.1,,,,5.0,,,,2.0,,,,,A
2641,321.5.PB.5.7B04,,,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,4.0,,A
2642,315-54-08_1F11,,,,3.0,,,,4.0,,,,2.0,A
2643,4T0525,198.0,59.0,91.0,116.0,232.0,1387.0,1.0,1.0,1125.0,1495.0,1580.0,1224.0,A
2644,KU602687.1,,,,,,,,2.0,,,,,A
2645,20A-620-30_2G09,,,,10.0,,,,8.0,1.0,2.0,1.0,1.0,A
2646,KT304493.1,,,,5.0,,,,2.0,1.0,3.0,3.0,,A
2647,Z1800M-30Jan08-5HB3-1,1.0,4.0,5.0,2.0,,5.0,2.0,1.0,3.0,5.0,11.0,5.0,A
2648,EF175390.1,,,,4.0,,,,1.0,,,,,A
2649,MT151434.1,,,,6.0,,,,5.0,3.0,2.0,1.0,1.0,A
2650,MN281882.1,,,,2.0,,,,4.0,2.0,1.0,,,A
2651,MW602732.1,,,,1.0,,,,4.0,,,,1.0,A
2652,321.5.GC.28.1C11_1,,,,6.0,,,,4.0,1.0,,,1.0,A
2653,MW458699.1,,,,,,,,1.0,3.0,5.0,1.0,1.0,A
2654,MN284503.1,,,,2.0,,,,4.0,,1.0,,,A
2655,MT565778.1,,,,3.0,,,,3.0,,1.0,,,A
2656,HM774551.1,,,,,,,,2.0,,2.0,,2.0,A
2657,MK269413.1,,,,3.0,,,,3.0,2.0,4.0,5.0,5.0,A
2658,MW176324.1,,,,,,,,4.0,,,,,A
2659,AY393338.1,,,,1.0,,,,2.0,,5.0,,1.0,A
2660,MT712278.1,,,,3.0,,,,3.0,,,1.0,1.0,A
2661,MN281877.1,,,,3.0,,,,7.0,,1.0,,1.0,A
2662,MK901219.1,,,,2.0,,,,2.0,1.0,2.0,,2.0,A
2663,CR9114_S10V,,,,3.0,,,,8.0,9.0,9.0,8.0,5.0,A
2664,MN281889.1,,,,,,,,2.0,1.0,,,,A
2665,JN111042.1,,,,9.0,,,,10.0,5.0,2.0,3.0,,A
2666,AB826556.1,,,,12.0,,,,9.0,8.0,9.0,13.0,7.0,A
2667,315-06-05M_1D08,,,,3.0,,,,3.0,,,,,A
2668,MN288035.1,,,,5.0,,,,1.0,1.0,,,,A
2669,MN284169.1,,,,,,,,1.0,,,,,A
2670,321.5.PB.5.6B12_1,,,,1.0,,,,3.0,2.0,4.0,,,A
2671,MN281771.1,,,,2.0,,,,4.0,1.0,2.0,,2.0,A
2672,047_09_4F01_1,,,,12.0,,,,12.0,3.0,6.0,3.0,6.0,A
2673,KX496852.1,,,,7.0,,,,3.0,,2.0,,,A
2674,EU099204.1,,,,6.0,,,,3.0,4.0,2.0,1.0,2.0,A
2675,MK269949.1,,,,1.0,,,,8.0,5.0,2.0,4.0,1.0,A
2676,MW458788.1,,,,5.0,,,,3.0,,,,,A
2677,MW458341.1,,,,11.0,,,,4.0,4.0,4.0,3.0,3.0,A
2678,MT665574.1,,,,1.0,,,,3.0,6.0,2.0,,,A
2679,KU602169.1,,,,4.0,,,,7.0,2.0,1.0,1.0,3.0,A
2680,COVA3-06,,,,,,,,14.0,7.0,,17.0,9.0,A
2681,CR9114_G11F,,,,2.0,,,,4.0,1.0,2.0,3.0,4.0,A
2682,CR9114_G11P,,,,1.0,,,,3.0,1.0,,2.0,2.0,A
2683,HM774530.1,,,,2.0,,,,4.0,1.0,1.0,,2.0,A
2684,CR9114_V14T,,,,6.0,,,,7.0,223.0,220.0,160.0,153.0,A
2685,MT151436.1,,,,3.0,,,,6.0,3.0,1.0,1.0,3.0,A
2686,CR9114_H3K,,,,4.0,,,,5.0,,1.0,,1.0,A
2687,AJ238327.1,,,,6.0,,,,5.0,3.0,4.0,2.0,2.0,A
2688,MW654876.1,,,,2.0,,,,3.0,,,,,A
2689,MN288070.1,,,,5.0,,,,5.0,1.0,,,,A
2690,MN285429.1,,,,2.0,,,,4.0,,1.0,1.0,,A
2691,MW458870.1,,,,,,,,5.0,,,,,A
2692,Z47256.1,,,,4.0,,,,2.0,,,,,A
2693,AJ131921.1,,,,5.0,,,,5.0,,3.0,,,A
2694,DQ100908.1,,,,5.0,,,,3.0,,1.0,,1.0,A
2695,MK269608.1,,,,5.0,,,,8.0,2.0,2.0,1.0,3.0,A
2696,AY179861.1,,,,4.0,,,,3.0,1.0,1.0,,,A
2697,150055-010_2G01_1,,,,5.0,,,,3.0,1.0,1.0,,,A
2698,AG12-2E01_1,,,,10.0,,,,13.0,3.0,5.0,5.0,2.0,A
2699,Z47233.1,,,,5.0,,,,5.0,3.0,2.0,,,A
2700,321.5.GC.12.3A02_1,,,,1.0,,,,1.0,,,,,A
2701,HM774138.1,,,,2.0,,,,4.0,,,,1.0,A
2702,MZ555504.1,,,,5.0,,,,5.0,,1.0,2.0,,A
2703,AJ239384.1,,,,1.0,,,,1.0,,,,,A
2704,20A-605-30_1A10,,,1.0,5.0,,,,4.0,,3.0,1.0,2.0,A
2705,MN288048.1,,,,8.0,,,,8.0,4.0,5.0,3.0,5.0,A
2706,L12096.1,,,,11.0,,,,16.0,4.0,5.0,2.0,1.0,A
2707,MN282494.1,,,,10.0,,,,5.0,1.0,,2.0,,A
2708,EU620040.1,,,,2.0,,,,4.0,,1.0,1.0,,A
2709,CR9114_N5P,,,,15.0,,,,13.0,7.0,4.0,6.0,4.0,A
2710,KY631781.1,,,,2.0,,,,3.0,,,1.0,,A
2711,MZ883076.1,,,,4.0,,,,4.0,1.0,2.0,1.0,1.0,A
2712,MW602786.1,,,,1.0,,,,3.0,5.0,3.0,,1.0,A
2713,MK416935.1,,,,2.0,,,,3.0,1.0,,1.0,2.0,A
2714,MN395508.1,,,,3.0,,,,1.0,,,,,A
2715,1p51w62,,,,7.0,,,,6.0,3.0,1.0,1.0,1.0,A
2716,DQ100933.1,,,,5.0,,,,7.0,1.0,3.0,,,A
2717,KT304358.1,,,,3.0,,,,8.0,2.0,2.0,3.0,,A
2718,AY866556.1,,,,1.0,,,,3.0,,,,,A
2719,MN395520.1,,,,,,,,3.0,,1.0,,,A
2720,MG524330.1,,,,5.0,,,,5.0,1.0,5.0,3.0,1.0,A
2721,MN282913.1,,,,3.0,,,,2.0,2.0,,1.0,1.0,A
2722,20A-678-41_1G10,,,,3.0,,,,7.0,,1.0,2.0,,A
2723,AB826544.1,,,,8.0,,,,8.0,2.0,2.0,2.0,1.0,A
2724,315-54-08_1H04,,,,10.0,,,,8.0,,,,,A
2725,AY393358.1,,,,14.0,,,,8.0,2.0,1.0,3.0,1.0,A
2726,MN282121.1,,,,4.0,,,,5.0,2.0,4.0,,,A
2727,315-53-05M_1D05,,,,2.0,,,,1.0,2.0,,1.0,2.0,A
2728,MN282462.1,,,,1.0,,,,2.0,1.0,2.0,,,A
2729,MN283191.1,,,,2.0,,,,3.0,1.0,,1.0,,A
2730,20A-620-30_1D02,,,,4.0,,,,2.0,,,,,A
2731,20A-604-30_1G01,,,,2.0,,,,3.0,2.0,,2.0,,A
2732,MN282777.1,,,,2.0,,,,1.0,,,,,A
2733,AY685267.1,,,,2.0,,,,4.0,1.0,1.0,3.0,1.0,A
2734,CR9114_N5H,,,,3.0,,,,5.0,,,2.0,2.0,A
2735,MW176540.1,,,,13.0,,,,4.0,5.0,7.0,4.0,4.0,A
2736,HMLAH8,,,,10.0,,,,15.0,4.0,,2.0,1.0,A
2737,AY515000.1,,,,8.0,,,,4.0,,3.0,1.0,,A
2738,AB067012.1,,1.0,,2.0,,,,6.0,5.0,,1.0,2.0,A
2739,CR9114_S10W,,,,2.0,,,,4.0,2.0,1.0,2.0,,A
2740,AB067331.1,,,,3.0,,,,6.0,2.0,1.0,1.0,1.0,A
2741,EU202446.1,,,,1.0,,,,2.0,,1.0,1.0,3.0,A
2742,EU099167.1,,,,4.0,,,,2.0,4.0,3.0,3.0,4.0,A
2743,N2199,67.0,36.0,24.0,253.0,209.0,670.0,3.0,1.0,1012.0,1213.0,1236.0,1020.0,A
2744,HM775019.1,,,,4.0,,,,2.0,,,1.0,1.0,A
2745,EF091910.1,,,,2.0,,,,3.0,3.0,2.0,2.0,1.0,A
2746,MW655278.1,,,,4.0,,,,10.0,8.0,7.0,2.0,7.0,A
2747,AF209880.1,,,,8.0,,,,6.0,4.0,5.0,1.0,,A
2748,DQ212521.1,,,,6.0,,,,5.0,,3.0,,,A
2749,DQ100912.1,,,,3.0,,,,3.0,3.0,2.0,4.0,1.0,A
2750,MK269416.1,,,,,,,,4.0,1.0,,,1.0,A
2751,CR9114_S10P,,,,2.0,,,,3.0,6.0,5.0,,2.0,A
2752,CR9114_S10F,,,,4.0,,,,8.0,7.0,7.0,7.0,7.0,A
2753,KT304447.1,,,,22.0,,,,10.0,,1.0,4.0,3.0,A
2754,CR9114_G11W,,,,6.0,,,,5.0,13.0,9.0,7.0,12.0,A
2755,AF062189.1,,,,3.0,,,,2.0,5.0,4.0,,1.0,A
2756,AJ414000.1,,,,1.0,,,,2.0,,1.0,,,A
2757,AB066996.1,,,,2.0,,,,6.0,1.0,2.0,1.0,3.0,A
2758,315-09-04_1B09,,,,2.0,,,,4.0,1.0,1.0,2.0,1.0,A
2759,MK901931.1,,,,8.0,,,,9.0,6.0,6.0,4.0,5.0,A
2760,MN281737.1,,,,5.0,,,,6.0,5.0,4.0,2.0,5.0,A
2761,20A-605-30_1B07,,,,5.0,,,,2.0,,2.0,2.0,,A
2762,CR9114_G11A,,,,5.0,,,,6.0,31.0,23.0,22.0,24.0,A
2763,AB826551.1,,,,5.0,,,,5.0,1.0,,,1.0,A
2764,DQ535451.1,,,,4.0,,,,2.0,,,,,A
2765,MN288071.1,,,,8.0,,,,7.0,3.0,4.0,4.0,2.0,A
2766,MN285326.1,,,,4.0,,,,7.0,,3.0,,,A
2767,AF267068.1,,,,2.0,,,,2.0,6.0,2.0,1.0,2.0,A
2768,MK416666.1,,,,7.0,,,,7.0,1.0,2.0,,1.0,A
2769,MH605125.1,,,,2.0,,,,2.0,3.0,7.0,2.0,,A
2770,MW176267.1,,,,4.0,,,,5.0,3.0,1.0,2.0,2.0,A
2771,CR9114_Y6C,,,,6.0,,,,6.0,2.0,3.0,3.0,1.0,A
2772,MN292361.1,,,,3.0,,,,4.0,1.0,,1.0,,A
2773,MW176270.1,,,,4.0,,,,5.0,1.0,4.0,,1.0,A
2774,GQ232975.1,,,,13.0,,,,3.0,2.0,4.0,1.0,2.0,A
2775,MZ883082.1,,,,3.0,,,,1.0,,,,,A
2776,MN282879.1,,,,1.0,,,,2.0,4.0,2.0,4.0,3.0,A
2777,DQ524013.1,,,,6.0,,,,6.0,4.0,1.0,4.0,1.0,A
2778,FI538V,,,,2.0,,,,5.0,,,,,A
2779,MN867999.1,,,,4.0,,,,5.0,3.0,6.0,2.0,1.0,A
2780,KX948286.1,,,,4.0,,,,2.0,,,,,A
2781,70-1F02_1,,,,5.0,,,,7.0,5.0,5.0,,10.0,A
2782,315-09-08_1A05,,,,11.0,,,,12.0,9.0,7.0,5.0,7.0,A
2783,MW176213.1,,,,6.0,,,,2.0,1.0,,,,A
2784,MT565966.1,,,,6.0,,,,4.0,1.0,1.0,,,A
2785,MN291235.1,,,,7.0,,,,3.0,3.0,3.0,3.0,3.0,A
2786,MN284966.1,,,,1.0,,,,3.0,1.0,,2.0,1.0,A
2787,CR9114_D13G,,,,6.0,,,,6.0,130.0,115.0,87.0,88.0,A
2788,MW458331.1,,,,1.0,,,,4.0,1.0,,2.0,5.0,A
2789,MN284134.1,,,,1.0,,,,1.0,,,,,A
2790,HENV-2,,6.0,10.0,10.0,2.0,14.0,3.0,6.0,6.0,5.0,8.0,8.0,A
2791,20A-620-30_1F07,,,,6.0,,,,2.0,,1.0,1.0,1.0,A
2792,HM774129.1,,,,6.0,,,,8.0,6.0,5.0,1.0,2.0,A
2793,F004-003_1,,,,1.0,,,,2.0,1.0,2.0,,1.0,A
2794,MN281166.1,,,,3.0,,,,5.0,7.0,3.0,1.0,1.0,A
2795,EU099189.1,,,,,,,,3.0,,,,,A
2796,R95-2C03,,,,,,,,3.0,3.0,4.0,,,A
2797,AF146401.1,,,,8.0,,,,9.0,3.0,7.0,5.0,2.0,A
2798,MW458342.1,,,,11.0,,,,5.0,3.0,3.0,3.0,1.0,A
2799,MN283583.1,,,,4.0,,,,7.0,1.0,2.0,4.0,,A
2800,AY393628.1,,,,3.0,,,,3.0,1.0,3.0,3.0,2.0,A
2801,MW654657.1,,,,3.0,,,,2.0,,1.0,2.0,,A
2802,CR9114_G4R,,,,7.0,,,,7.0,12.0,12.0,12.0,12.0,A
2803,315-21-08_1G05,,,,3.0,,,,5.0,2.0,3.0,3.0,2.0,A
2804,CR9114_M12R,,,,8.0,,,,2.0,1.0,2.0,3.0,2.0,A
2805,MN283943.1,,,,15.0,,,,5.0,8.0,7.0,,5.0,A
2806,AY155561.1,,,,8.0,,,,7.0,1.0,3.0,,1.0,A
2807,AB063666.1,,,,3.0,,,,2.0,3.0,2.0,1.0,,A
2808,JX462754.1,,,,4.0,,,,2.0,,2.0,1.0,1.0,A
2809,MK269615.1,,,,2.0,,,,3.0,,,,,A
2810,EF624069.1,,,,2.0,,,,3.0,,,1.0,1.0,A
2811,CR9114_stop10,1.0,10.0,6.0,5.0,,4.0,5.0,2.0,10.0,7.0,7.0,11.0,A
2812,MN281146.1,,,1.0,5.0,,,,4.0,,,2.0,,A
2813,MN283068.1,,,,5.0,,,,4.0,,,1.0,,A
2814,CR9114_stop6,1.0,2.0,11.0,8.0,,4.0,2.0,3.0,5.0,8.0,2.0,7.0,A
2815,CR9114_H3V,,,,,,,,5.0,,1.0,,,A
2816,MN287658.1,,,,,,,,7.0,,,,,A
2817,AY866905.1,,,,,,,,2.0,1.0,,,,A
2818,321.11.PB.6.1H03_1,,,,6.0,,,,5.0,5.0,2.0,5.0,3.0,A
2819,051_09_4B02,86.0,4.0,25.0,292.0,132.0,982.0,,1.0,504.0,364.0,800.0,570.0,A
2820,HM774276.1,,,,4.0,,,,3.0,,1.0,,,A
2821,U64471.1,,,,2.0,,,,2.0,1.0,1.0,,,A
2822,KT304443.1,,,,4.0,,,,1.0,,1.0,,3.0,A
2823,MT565950.1,,,,1.0,,1.0,,1.0,2.0,,,1.0,A
2824,MN283199.1,,,,,,,,5.0,2.0,3.0,1.0,1.0,A
